,Title,Url,Content
10,Uganda’s Gen. Muhoozi says to hold 49th birthday in Kigali,https://www.newtimes.co.rw/article/4887/news/rwanda/eu-gives-22-million-support-to-libyan-refugees-in-rwanda,"Uganda’s first son and Presidential Advisor for Special Operations, General Muhoozi Kainerugaba, on Thursday, January 19, said he will hold his 49th birthday celebrations in Kigali. Gen Muhoozi tweeted on Thursday morning that he is glad to announce that his 49th birthday celebrations will be held in Kigali. He referred to Kigali as ‘most beautiful city in East Africa.’ Kainerugaba’s connection with Rwanda has been on the rise since January 2022 when he visited the country and played a critical role in the mending of broken relations between the two states. His visit resulted in, among other things, the reopening of the Rwanda-Uganda border which had been inactive for almost three years, a move that allowed trade and movement of people between the two neighbouring countries to resume. Since then, he has come to Rwanda once more on a private visit during which Kagame hosted him at his home in Muhazi and gifted him 10 cows. In April last year, Kagame also made a private visit to Uganda where he attended Muhoozi’s 48th birthday celebrations, during which President Yoweri Museveni praised the friendship between the Rwandan President and Gen Kainerugaba. “President Kagame and Muhoozi have a long history together. They are old friends,” Museveni said."
11,"Rwandans in UAE, Saudi Arabia and Bahrain celebrate Heroes Day",https://www.newtimes.co.rw/article/4293/news/education/university-of-kigali-explains-delay-of-7th-graduation-event,"Women continue to expand their footprints in the top echelons of Rwanda’s banking sector, with two of them now leading the country&#039;s biggest commercial banks both in terms of assets and branch network. READ ALSO: Women leaders in Rwanda’s finance sector It is a story of grit, sheer determination to succeed and consistency with results in a sector where women have time and time again shattered the glass ceiling. Here, in no particular order, we take a look at some of the top women executives who are shaping Rwanda’s banking sector. Diane Karusisi, Chief Executive Officer, Bank of Kigali Diane Karusisi is a seasoned economist who held several leadership positions in the past. She is the current CEO of Bank of Kigali – the largest commercial bank in Rwanda by assets. READ ALSO: Leadership is key to women capital devt, says Bank of Kigali boss Prior to that, she was the Head of Strategy and Policy as well as the Chief Economist at the Office of the President. Karusis also served at the National Institute of Statistics of Rwanda where she oversaw the design and implementation of major surveys. She holds a PhD in Economics from the University of Fribourg and sits as a non-executive director on several boards. Patience Mutesi, Managing Director, BPR Bank Patience Mutesi was recently appointed as the Managing Director of BPR bank – the largest bank in the country by branch network with 154 branches. She has been serving as the Country Director of TradeMark East Africa since July 2016 where she oversaw a strategic trade facilitation programme which contributed significantly towards increasing Rwanda&#039;s trade, investments and job creation. Before that, she held several other roles including Head of Corporate Banking in Ecobank Rwanda, and also served as board member on the boards of BPR Rwanda, MTN Rwanda, Rwanda Cooperation and Advisory council of One Acre Fund in Rwanda. Beata Habyarimana, Chief Executive Officer, BK Group In 2022, Beata Habyarimana was named CEO of BK Group Plc – the parent companyof Bank of Kigali, BK General Insurance, BK TechHouse, BK Capital Ltd, and BK Foundation. READ ALSO: New trade minister to prioritise SME growth Previously, she had served for one year and three months as Minister of Trade and Industry. And, prior to that, she was the Deputy Managing Director of Bank of Africa and chief executive of Agaseke Bank. Habyarimana holds a Master of Business Administration majoring in Finance from Maastricht School of Management in the Netherlands and a Bachelors Degree in Public Economics from University of Rwanda. Christine Baingana, Chief Eexecutive Officer, Urwego Bank Baingana has been the Chief Executive of Urwego Bank for more than five years now. Since 2017, she has spearheaded a turnaround strategy that helped the microfinance bank to make profit after some years of struggling business environment. Earlier, has served as a Business Development Director at Hope International – an organization that owns 99 percent stake in the bank. Baingana holds an MPA in social entrepreneurship and technological innovation in development from Harvard Kennedy School. Lina M. Higiro, CEO of NCBA Bank Higiro is the Chief Executive of NCBA Rwanda since 2018 and she has led initiatives aimed at making workplaces safer and conducive for women. READ ALSO: Mental Health: Why one local bank continues to redesign its way of work She has over 10 years’ experience in banking, covering small and medium enterprises lending, product and business development, strategic planning, marketing and communications and sales. Previously, she was Chief Operating Officer of AB Bank Rwanda, for two years. She served five years as the Head of Strategy and Marketing at I&M Bank Rwanda, and four years as the Head of SME banking at GTBank. She holds an MBA, Bachelor of Commerce and a Diploma in Communication. Soraya Hakuziyaremye, Deputy Governor of Central Bank Hakuziyaremye was appointed Deputy Governor of the National Bank of Rwanda in 2021, following her service as the Minister of Trade and Industry since 2018. She also worked in various senior positions at BNP Paribas Group in Paris, Fortis Bank and the Bank of New York Mellon in Brussels, and she was a board member of Ngali Holdings as well as the Brussels-Africa Hub. Carine Umutoni, Managing Director of Ecobank Umutoni was appointed the Managing Director of Ecobank in 2022, after serving for the last four years as the Managing Director of BK Capital Limited. She carries an 18-years luggage of experience in the banking industry at different levels of senior management. She served as Head of Treasury and Trade Finance at Bank of Kigali, Head of Treasury and Institutional Banking at KCB Bank Rwanda and Head of Treasury and Trade Finance at Banque Comercialle du Rwanda (BCR) now I&M Bank Rwanda. Umutoni holds MBA in corporate Strategy and Economic Policy from Maastricht University, Netherlands. Kampeta Sayinzoga, CEO of Rwanda Development Bank (BRD) Prior her appointment at BRD, Sayinzonga was the Director General of the National Industrial Research and Development Agency (NIRDA). She also served as the Director of Cabinet in the Prime Minister’s Office and held various senior positions in the Ministry of Finance and Economic Planning for a decade. She sat on boards like PTA Bank, the East African Development Bank (EADB), Rwanda Eurobond Committee, GT Bank, and National Capacity Building Secretariat, and Rwanda Revenue Authority. She holds a Master’s degree in Economic Development and Policy Analysis from the University of Nottingham."
12,The New Times launches new podcast,https://www.newtimes.co.rw/article/4753/news/rwanda/36-rusororo-accidentvictims-discharged-from-hospital,"Sunday APR v Rayon Sports (3:00pm) Huye Stadium Rwandan international referee Nsoro Ruzindana has been tasked to officiate Sunday’s Rwandan derby during which league leaders APR will host arch rivals Rayon Sports at Huye Stadium. Nsoro will be handling the tight-lipped match as a centre referee, assisted by Didier Ishimwe and Valerie Maniragaba. He is familiar with the Rwandan derby, having previously officiated it during the 2021/22 season when APR beat Rayon 2-1. Arguably the biggest rivalry so far in Rwandan football, the derby comes at a time when Rayon not only seek to end their winless streak against the military side but to also close the gap at the summit with the pair now separated by four points. APR go into the derby leading the table with 37 points while Rayon sit fourth with 33 points."
13,Five things Rwandan women couldn't do 50 years ago,https://www.newtimes.co.rw/article/4873/news/rwanda/five-unanswered-questions-as-rura-re-introduces-taxi-moto-meters,"Movement between the two border posts between Rwanda and DR Congo in Rubavu District was brought to a standstill by riots in the Congolese border town of Goma on Monday, February 6. This was just over a day after regional leaders met in Bujumbura, Burundi to try to calm tensions in eastern DR Congo. Congolese citizens were seen near the border, in the Goma side, chastising both the UN peacekeeping force, MONUSCO, and the East African Community Regional Force (EACRF). ALSO READ: Kagame: ‘Congo leaders cannot make Rwanda the scapegoat’ According to reports from across the border, the riots also targeted Rwandans living in Goma and Kinyarwanda speaking Congolese, accusing them of collaborating with M23, a rebel group operating in the east of DR Congo. The demonstrators in Goma erected road barricades, and forced businesses to close as they called for the departure of the EAC regional force from the country, accusing them of not fighting the M23 rebels. The rebels recently gained significant ground against the Congolese military and its militia coalition involving groups such as the Rwandan genocidal militia, FDLR. The latter was formed by remnants of the masterminds of the 1994 genocide against the Tutsi in Rwanda. According to a few Congolese nationals who crossed into Rwanda, the riots which intensified Monday afternoon, are supposed to last between five and six days. It is reported that Lutte Pour Le Changement (LUCHA), a group based in Goma, organised the protests, urging traders to suspend work on Monday to join the demonstrations. In Goma, youths vandalised some shops and looted. Samuel Semagene, an elderly father of nine from the Birere suburb of Goma crossed the border to Rwanda on Monday morning at around 6:00am for his regular retail vegetable business errands. He said riots in his hometown affected cross-border trade. “We are brothers and sisters. Clearly, right now I am sitting here in the market, and working with our Rwandan colleagues. There is no need for violence,” Semagene told The New Times. Ismael Mwamba, another Congolese businessman who lives and works in Rwanda, was stranded at Rubavu Cross Border Market in the early morning hours, fearful of what his compatriots could do to him once they saw him entering his country, from Rwanda. “When unrest broke out in Goma, Rwandans were the most targeted. They are victimized a lot,” he said, fearing that if he crossed to the other side, an angry mob would not spare him. Despite the fact that the borders are officially, open, peace loving Congolese and Rwandans along the common border are troubled by the rising tide of violence coming from the DR Congo side. The Executive Secretary of Gisenyi Sector, Jean Bosco Tuyishime, warned people to be careful and avoid unnecessary movements owing to the volatility of the situation across the border. “We urge residents to be careful. The situation in Goma is unpredictable. People should avoid unnecessary crossing until normalcy returns,” he told The New Times. According to data from the District, about 10,000 people at present cross the Petite Barrière Border Post, every day, compared to the 50,000 people that crossed the border before the Covid-19 pandemic."
14,Heroism is about making good choices - Governor Habitegeko,https://www.newtimes.co.rw/article/4769/news/rwanda/victims-of-rusororo-maize-drier-accident-revealed,"The Rwandan community living in the United Arab Emirates, Saudi Arabia, and Bahrain on February 3, tipped on heroism as they convened for a virtual gathering in honour of National Heroes Day. Officials used the opportunity to call upon the community to be torchbearers of heroic values and strive for Rwanda’s development. Rwanda’s ambassador to the UAE, Emmanuel Hategeka, urged the audience to spare no efforts in preserving the legacy of Rwanda’s heroes. “Heroic values of integrity, patriotism, sacrifice, and humanity should be your attributes in whatever you do and wherever you are. You should spare no efforts in building the Rwanda we want, and preserving the national image through business and new skills,” said Hategeka, who is also Rwanda’s non-resident ambassador to Saudi Arabia and Bahrain. He tasked the youth to own Rwanda’s future, noting that their contribution should start today through good attitudes and activities. “Our youth should understand that Rwanda’s future is in their hands and that being a hero starts today, not tomorrow. The heroes who liberated the country and children of Nyange set a good example that heroism doesn’t depend on age,” Hategeka explained. Fight against false narratives The ambassador also called for a fight against false narratives. “You should not stay silent when ill-intentioned people disseminate false narratives that seek to tarnish the image of Rwanda and its leaders. You have to come out and tell the truth because you better know your country with tangible facts,” he noted. Deo Nkusi, the executive secretary of the Chancellery for Heroes, National Orders and Decorations of Honour, reflected on all attributes of Rwandan heroes through generations and told the community that it is their task to uphold and be inspired by the legacy of national heroes. “You should emulate the good values that we find in all our heroes. Be good Rwandans in countries of residence, promote our cultural dos, and avoid don’ts. Acquire wealth, new skills, and good seeds for your country, Rwanda. Learn good manners and leave behind bad habits. Earn, save, and come back to build your country,” he said. National Heroes day is observed on February 1 in Rwanda, but the Rwandan community living abroad organises celebrations throughout February."
15,PHOTOS: Ten places you must visit in Kigali,https://www.newtimes.co.rw/article/4904/news/tourism/ibere-rya-bigogwe-proprietor-reveals-bigger-plans-after-inking-land-deal,"Consistent success can only be maintained by adapting to the changing times and staying innovative. Current cultural norms haven’t made it a priority to support the culture of reading and in the spirit of bringing the mountain to Muhammad, The New Times is introducing its very first news podcast. Hosted by Sunny Ntayombya, “The Long Form” is a weekly podcast intent on keeping you up to date with current affairs and the week’s biggest stories – ranging from politics, business, sports, and entertainment. The podcast will be hosted on The New Times website, Spotify, Apple podcasts, and Google podcasts. It will engage reporters and newsmakers on in-depth conversations about the week’s biggest stories, which ought to answer any questions readers may have after interacting with our articles, all while catering to our non-reading audience. According to the Audience Engagement Editor, Richard Bishumba, catering to the younger audience is one of the company’s long-term goals, and providing another outlet with which the audience can interact is what makes tapping into the audio space so ideal. The podcast will be launched on February 6 and a new edition will be available on all major podcast platforms every Monday."
16,Leading women in Rwanda’s banking sector,https://www.newtimes.co.rw/article/4913/news/energy/featured-engen-vivo-energy-merge-to-create-panafrican-energy-body,"Rudra Chartejee was on January 31, appointed the Honorary Consul of Rwanda in Kolkata, India. The newly opened office will have consular jurisdiction over the States of West Bengal, Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim and Tripura. ALSO READ: Rwanda private sector looks to tap into Bangladesh market The commissioning ceremony attracted around 100 attendees, comprising West Bengal State government officials and business representatives. Jacqueline Mukangira, High Commissioner of Rwanda to India, congratulated Chartejee upon his appointment and pledged her full support in his new role. She then cited Rwanda&#039;s achievements in various fields and economic factors attracting investors as well as invited participants to visit Rwanda and experience a variety of tourist attractions. She further informed the audience that bilateral relations between Rwanda and India are at their highest levels, in the overall context of strategic partnership, thanks to the competent leadership of both countries. “Currently, cooperation in trade and investment remains one of the priority sectors. Other sectors of cooperation include defence and security, health, education and ICT. The new office in Kolkata will further enlarge business mobility between Rwanda and India, as well as people-to-people contacts,” Mukangira said. Chartejee expressed his gratitude for being selected as Honorary Consul of Rwanda and pledged to fulfil his duties with success. He praised the favourable environment for doing business in Rwanda, an experience he draws from his various investments the country. Among other various positions, Chartejee is the Managing Director of Luxmi Tea, one of India’s largest tea producers with estates in West Bengal, Assam, and Tripura in India as well as in Rwanda. In India, Rwanda has two other Honorary Consulates operating in Bangalore and Mumbai, headed by Suresh Mohan and Prakash Jain respectively. During her visit to Kolkata, Mukangira also held meetings with various Officials, including Smt Chandrima Bhattacharya, Minister of State for Finance, Health and Family Welfare, Land and Land Reforms, Refugee and Rehabilitation, West Bengal State. As well as Shri Indranil Sen, Minister of State for Information, Cultural Affairs and Tourism, Chairperson of West Bengal Industrial Development Corporation (WBIDC), Members of the Indian Chamber of Commerce (ICC), and Members of the Federation of Indian Chambers of Commerce and Industry (FICCI)."
17,Baby girl born under rubble of earthquake in Syria,https://www.newtimes.co.rw/article/4731/news/technology/rwanda-intends-to-take-away-4g-monopoly-from-ktrn,"Satellite-based internet provided by Starlink, is about three times faster than the available products on the Rwandan market at almost the same price, which make it relatively affordable, according to the Minister of ICT and Innovation, Paula Ingabire. The Minister made the remarks while responding to a question from MP Frank Habineza on whether the Starlink internet will be affordable, during the plenary session of the Chamber of Deputies in which she was providing answers to issues affecting the ICT sector. On February 6, The New Times published an article in which the Rwanda Space Agency (RSA) announced that it had issued a license to Starlink, satellite internet constellation, to operate in the country, with its operations due to begin in the first quarter of 2023. Starlink is operated by SpaceX, a spacecraft manufacturing company founded by American billionaire Elon Musk. READ ALSO: Elon Musk’s Starlink to launch high-speed internet in Rwanda Information from RSA indicates that Starlink’s services are expected to increase the level of broadband competitiveness in the country as the end-user services will cost Rwf48,000 for a bandwidth of up to 150 Mbps, while for the enterprises the bandwidth can go up to 350 Mbps. According to Ken&#039;s Tech Tips, a UK&#039;s guide to mobile technology and broadband, since 2005, with a 150Mbps connection, you can download files fairly quickly. For instance, it indicated, a music album will download in around five seconds and a HD-quality movie will download in about four minutes. Browsing the internet and receiving emails should be near-instantaneous on a 150Mbps connection. Also, it indicated, with such internet connection, you can make video calls, listen to music and watch video online on multiple devices at the same time. Referring to the information from RSA, MP Habineza said that Rwf48,000 a month for the 150 Mbps internet speed per second, would be a high cost for many Rwandans. “You realise that, though we will get high speed internet, the prices will still be high such that it would be difficult for people to access it,” he said. Speaking to The New Times, Habineza proposed that such a cost be lowered for the sake of internet affordability. “I propose that the Starlink internet price should be priced a lower price than that of the available products on the market,” he told The New Times, suggesting that it should be somewhere between Rwf20,000 and Rwf30,000 per month, for it to be relatively affordable to Rwandans. High capacity and affordability Responding to MP Habineza’s query, Minister Ingabire said that compared to the capacity that is being provided and the available prices, “it is obvious that the capacity that is provided by Starlink is very high where it can be between two or three times faster.” “And when you look at the cost, based on the output that is a half or a third of the capacity that Starlink provides, you realise that its cost is very low than the available products,” she pointed out. “So, considering the services that are offered currently, we find that the Starlink price is very good, given the capacity it is providing us which is higher than the already available packages,” she indicated. Meanwhile, she said that the internet cost might be high for one household that needs such a service; but pointed out that its capacity might, usually, not be needed by a household. “As it is a capacity that might be needed by a health facility, a market where there are many people who can benefit from it, schools or public entities, it means that if you look at the number of people who can benefit from such economies of scale versus the cost, it is more cost-effective,” she said. MP Francis Karemera said that the fact that Starlink will provide high speed internet through the use of satellite, “it means that it will do it effectively, and the internet would be affordable”, calling for prioritising school connection to such internet to support education. “But, if this internet of Starlink has a footprint coverage for the entire country, and as its prices are affordable ... we would like the Minister to help us so that the connectivity starts with schools that are not connected, or those that are connected but do not have means to pay for it,” he said. Ingabire said that “Starlink services come to fill the need and gap of [internet] connectivity.”"
18,‘It will take heroism’ to achieve Vision 2050 targets - CHENO official,https://www.newtimes.co.rw/article/4749/news/rwanda/classic-hotel-closed-over-hygiene,"Rwandans in the US, on February 5, held the 21st edition of the annual Rwanda Prayer Banquet-USA, an event aimed at celebrating the faith and unity of Rwandans and friends of Rwanda living in the North-American country. Convened in Washington D.C, the event brought together Rwandans and people from various nations, including the United States, Canada, Burundi, Burkina Faso, Gabon, and beyond who took part in activities including praise and worship as well as Rwandan cultural performances. This year’s theme came from Isaiah 62:1-2: “And the salvation thereof as a lamp that burneth. And the Gentiles shall see thy righteousness. And call kings thy glory. And thou shalt be called by da new name, which the mouth of the Lord shall name.” Apostle Mignone Alice Kabera, one of the keynote speakers, emphasised the significance of rededicating the country to God and the impact Christians can have on their communities and the country by coming together in support of their leaders. She drew upon the example of Aaron and Hur in the Bible (Exodus 17:12) to emphasise the responsibility of good people and the importance of supporting leaders. The ambassador of Rwanda in Washington D.C. Mathilde Mukantabana referenced Psalm 29:11, acknowledging the mighty presence of the Lord in providing strength and peace to his people. She also noted the transformation of Rwanda and how it continues to be blessed with fortitude and serenity. Adding, “Your prayers lend support to the vision of the nation, acting like a tailwind that propels its efforts forward [...] ensuring its steadfastness and resilience.” The High Commissioner of Rwanda to Ghana, Dr Aissa Kirabo Kacyira, drew on the remarks of President Paul Kagame during the recent National Prayer Breakfast held in Kigali and emphasised the importance of having a burden for one’s country to be a good patriot and serve it better. She lauded the unity of the Rwandan community in the United States and called for it to be upheld. “We must build in the same spirit of unity fighting against anything that could ever again divide us,” she added. The Chairman of Rwanda Leaders Fellowship, Moses Ndahiro, thanked like-minded organisations for their efforts in advancing God’s kingdom in Rwanda. He praised their generosity in providing clean water to needy families and encouraged them to do more. Ambassador Charles and Rosette Murigande dedicated the leadership and people of Rwanda to God and issued a call to action for all attendees, urging them to dedicate their works to God to be able to carry out their responsibilities with greater purpose, guidance, and strength. Antoinette Kanyabutembo, the founder of the Rwanda Prayer Banquet-USA, conveyed heartfelt gratitude to all attendees for their unwavering support, presence, and contributions. She implored the crowd to remain steadfast in their prayers for the greater good of Rwanda and to stay united."
19,Events to usher you into Valentine’s celebrations,https://www.newtimes.co.rw/article/4683/news/rwanda/it-will-take-heroism-to-achieve-vision-2050-targets---cheno-official,"Nine of the 10 victims of a recent maize drying shelter collapse were on Sunday, February 5, laid to rest at Rusororo Cemetery. During the burial, Government reassuring mourners of firm and standard facilities to prevent similar incidents. One of the deceased, Venancie Murerwa’s family opted to bury her later. READ ALSO: Survivors of Rusororo tragic accident narrate horrific ordeal Overall, the 10 victims of the incident are Emmanuel Ndababonye, Theoneste Ibyiyisi, Alphonsine Tuyisenge and her baby Eric Mugisha, Venantie Murerwa, Akingeneye Valentine, Venantie Mukamfizi, Elias Twagiramungu, Emmanuel Gakuru, and Donatien Vuguziga. “They were the force of the country, some were parents to children and had a lot they would do for them, but they are no longer alive,” he said Emmanuel Rutabandama, who spoke on behalf of the bereaved families at the funeral. He expressed that the decent burial to the victims was possible because of the support from the Government. “After the accident occurred, some families were wondering how they will manage the situation and bury their loved ones, but the Government offered them support. The support we were offered by the leadership gave us hope for welfare and love for citizens. We are grateful for that,” Rutabandama said. READ ALSO: PM Ngirente consoles victims of Rusororo tragic accident However, he requested the authorities to ensure standards and safety of facilities used by citizens, to ensure that such incidents to not reoccur. “The concerned entities should help residents to assess facilities so as to prevent an incident like this one we had. They should carry out inspection such that they offer authorisation for the use of facilities after ascertaining their safety, and carry out follow-up evaluations to ensure that they are still safe for use,” he said. Earlier, Telesphore Gashugi, president of Abaharanira Ubukire Gasagara farmers’ cooperative attributed the collapse of the shelter in question to the heavy weight of the maize on its wooden structure, as well as wind that shook it. He indicated that it was in use for three years. The Minister of State in Charge of Social Affairs at the Ministry of Local Government, Ingabire Assumpta comforted the bereaved families, indicating that the death of their members was a loss for both the families and the Government. “It’s heavy on everyone especially the fact that the deceased were working tirelessly to feed their families. Its an accident that could even be prevented earlier,” she said. “But, as the Government, we promise you that such will not happen again,” she told the hundreds of mourners who had gathered to pay their final respects to the deceased. She also pledged greater attention on standard and safety assurance for facilities used by citizens as requested by the representative of the deceased’s families. Meanwhile, she also said that “the deceased leave a good legacy of work”, adding that: “the Government we will continue to help you the affected families and the cooperative that lost members because of the incident in order to improve their livelihoods.”"
20,36 Rusororo accident victims discharged from hospital ,https://www.newtimes.co.rw/article/4816/news/rwanda/rwandans-in-uae-saudi-arabia-and-bahrain-celebrate-heroes-day,"The Rwanda Space Agency (RSA) has announced that it has issued a license to Starlink, satellite internet constellation, to operate in the country. Its operations are set to begin in the first quarter of 2023, The New Times has learnt Starlink is operated by SpaceX, a spacecraft manufacturing company founded by billionaire Elon Musk. Starlink is planning to launch its services in Rwanda in the first quarter of this year, which would make it the second country in Africa to have its services officially operational,” Francis Ngabo, the CEO of RSA told The New Times. ALSO READ: Rwanda intends to take away 4G monopoly from KTRN The licensing agreement will allow Starlink to offer internet service to the people of Rwanda through its network of Low Earth Orbit (LEO) satellites, delivering higher speed and lower latency broadband internet, compared to traditional satellite communication. As of December 2022, Starlink had over 3,500 satellites operating in LEO. ALSO READ: Rwanda files to acquire over 300,000 satellites Rwanda is the fourth country in Africa to issue a license to Starlink after Mozambique, Nigeria and Malawi. Prior to licensing, Rwanda was among a few countries given the opportunity to test Starlink connectivity in Africa. In tests conducted at different points of the country, Starlink speed reached up to 150 Mbps with a very low latency of 20 to 40 milliseconds (ms). According to the RSA, the Starlink technology will significantly boost the capability to improve internet access in remote and rural areas where traditional wireless, cable and fiber-optic infrastructure is often difficult to deploy. Ngabo said the licence given to Starlink cleared the way for the deployment of satellite broadband internet services in Rwanda. ALSO READ: Inside Rwanda’s space ambitions “This aligns with our mission to leverage space capabilities for the national development by contributing to the overall target of establishing international connectivity redundancy and near-universal broadband coverage,” he said. Additionally, it could greatly benefit unserved areas like national parks, he said. The national space agency confirmed that the satellite broadband is not intended to replace existing internet service providers but rather to complement and enhance their services by providing coverage in areas where traditional infrastructure is lacking. The satellite internet can also serve as a backup option in case of failures or outages in the primary network, Ngabo said. He added that it will help ensure that internet access is reliable and widely available throughout the country. Paula Ingabire, Minister of ICT and Innovation, said that this license aligns with the recent National Broadband Policy and Strategy that emphasizes the objective to grow the number of players that will drive the reach and diversity of affordable, quality broadband services. We are confident that the high speed and low latency of the service will greatly benefit both citizens and businesses,” Ingabire told The New Times. “We look forward to seeing the positive impact it will have on the country&#039;s competitiveness in the global digital economy, she said. The RSA boss noted that the space agency will continue working with satellite broadband internet providers to ensure competitive prices for the customers. He added that the services are expected to increase the level of broadband competitiveness in the country as the end-user services will cost RWF48,000 for a bandwidth of up to 150 Mbps, while for the enterprises the bandwidth can go up to 350 Mbps."
21,Elon Musk’s Starlink to launch high-speed internet in Rwanda,https://www.newtimes.co.rw/article/4418/news/crime/rib-names-10-companies-involved-in-white-collar-crimes,"The Board of Directors of the University of Kigali (UoK) has appointed Prof David Karungu Wangombe, PhD, MBA, CPA(K) as Vice Chancellor of the university, following the resignation of the former VC, Professor Robert O. Rugimbana for health-related reasons. The appointment takes effect on March 1. Prof. Wangombe holds a BA (Hons) and MBA from the University of Nairobi as well as a PhD and Associate Professor of Accounting and Ssustainability from Strathmore University, Kenya. He is a Certified Public Accountant of Kenya (CPA(K) and an alumnus of the International Faculty Development Program (IFDP) of the highly-rated IESE Business School, Barcelona, Spain (2008) and Teaching the Practice of Management (TPM). He brings to his new role a wealth of demonstrable knowledge and experience, having worked in various institutions of higher learning as the Dean of School of Management and Commerce at Strathmore University, Kenya for 10 years, Director of Strathmore Enterprise Development Centre and Strathmore Research and Consultancy Company, Vice Chancellor designate of Tangaza University college and a lecturer in the fields of Finance, Accounting and Enterprise Development for over two decades. Prof. Wangombe has been the lead consultant in the Development of Resilience Strategies for five cities in Kenya, a World Bank-funded project under the State Department of Housing and Urban Development ending in February 2023. For over 10 years, Prof. Wangombe has built capacity for Healthcare Leaders in Africa under the Management Ddevelopment Institute (MDI), a joint project of the University of California Los Angeles (UCLA), Africa Medical and Research Foundation (AMREF) and funded by Johnson and Johnson."
22,FEATURED: University of Kigali appoints Prof David Karungu Wangombe as Vice Chancellor,https://www.newtimes.co.rw/article/4862/news/rwanda/photos-kagame-receives-credentials-from-14-envoys,"The month of love is in motion, and if a wine and dine is on your itinerary, here’s a few suggestions to set the mood. Dinner with Andy Bumuntu Taking place at the “Amata n’Ubuki” Hotel boutique on February 10 is a three course pre valentine’s dinner, accompanied by a live performance from Andy Bumuntu. Hip Hop & Soul show by Sofar Sound Sofar is a global community known by its signature intimate events with a secret location, and on February 11, they will be hosting a Hip Hop & Soul show starting at 4pm and the location remains undisclosed. Paint with your Partner Happening at Kigali Soul Creative Hub in Kimihurura, is a Valentine’s Day special that entails an art experience dubbed “Paint with your Partner” and a live band performance. The event will carry on from 6 to 11pm on February 14. Galentines at Bicu Lounge Bicu Lounge is hosting a pre-galentine&#039;s celebration on February 11. Happening from 4pm to 8pm, the event themed “Girls just wanna have fun” has the makings of an ideal pre-game with the girls. Valentine’s Day with Israel Pappy Happening at Nyurah restaurant in Kiyovu this valentine’s is a performance from local saxophonist Israel Pappy on February 14 from 6:30 to 11 pm accompanied by a four course dinner."
23,Anglican leaders to meet in Kigali over Church of England’s support for LGBTQ,https://www.newtimes.co.rw/article/4740/news/featured/featured-university-of-kigali-appoints-prof-david-karungu-wangombe-as-vice-chancellor,"President Paul Kagame on Wednesday, February 8, received letters of credence from 14 new envoys who will be representing their respective countries in Rwanda. On a special note, the envoys include Barbados’ first ever High Commissioner to Rwanda (with residence in Nairobi) William Alexander McDonald, who told media in an interview that it is “a deep honour” to be the first to represent his country to Rwanda. ALSO READ: Rwanda, Barbados to strengthen trade and investment ties “The relationship (between Rwanda and Barbados) is growing, but more so, it is also fueled by the strength of the personalities of our Prime Minister and the President (of Rwanda). There are many areas that our two countries have found common purpose in, and I think through the adventures that we had in Covid-19, we realised that we are stronger together than we were apart,” he said. He spoke about Rwanda’s introduction of road tennis, a game that originates from Barbados, saying it is the gift of the people of Barbados to Rwandans. “Rwanda seems to have taken it on very well,” he noted, adding that the two countries can partner in a number of sectors including pharmaceuticals, tourism, education, and technology, among others. “I think that our mission here is going to be well worth it. Also praise to the president of Rwanda and the government of Rwanda for expressing the need to broaden its footprint because it is truly becoming a global player,” he said. Other envoys who presented their letters of credence are from Nigeria, Cote d’Ivoire (with residence in DR Congo), Portugal (with residence in Ethiopia), Japan, Mali, Turkiye, Finland (with residence in Tanzania), Bangladesh with residence in Kenya), Chile (with residence in Kenya), Jordan (with residence in Kenya), Niger (with residence in Ethiopia), Mauritania (with residence in Sudan), South Sudan (with residence in Uganda). The envoys that spoke to media said they want to put effort into promoting the relations between their countries and Rwanda. “Certainly my responsibility is about strengthening relations between Rwanda and Cote d’Ivoire. We want to have stronger relations in the commercial, cultural, technical, and scientific domains,” said Silas Adjé Metch, the ambassador of Cote d’Ivoire to Rwanda. He specifically pointed out that he looks forward to establishing cooperation in air transport between RwandAir and Air Cote d’Ivoire. Theresa Zitting, the ambassador of Finland said that during the past three years the relationship between Rwanda and her country has become deeper and deeper, and she hopes it will even be better. “We have had rounds of bilateral consultations where we have been looking at trade issues, cooperation in meteorology for example and some other sectors as well,” she said. ALSO READ: What opportunities exist for Rwanda-Finland ties? Japan’s envoy Isao Fukushima described his country’s relations with Rwanda as “very good” and “long standing.” “I am committed to promote these relations, with focus on economic cooperation, education, agriculture and social infrastructure like water supply and electricity,” he noted. Luísa Maria Machado da Palma Fragoso, the Portuguese ambassador to Rwanda said that Portugal and Rwanda “plenty of opportunities” to develop first and foremost “the human factor.” “I think I would like to focus on education and culture, and with that many things will come along naturally,” she said."
